annotation_id,filename,geometry,annotation_class,us_jpeg_url,eu_jpeg_url,asia_jpeg_url
C13_B088_S11_4,C13_B088_S11.tif,"POLYGON ((60005.53186579447 167933.5318657945, 60005.53186579447 169170.4681342055, 61242.46813420553 169170.4681342055, 61242.46813420553 167933.5318657945, 60005.53186579447 167933.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B088_S11_4.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B088_S11_4.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B088_S11_4.jpeg
C13_B088_S11_5,C13_B088_S11.tif,"POLYGON ((60669.53186579447 165669.5318657945, 60669.53186579447 166906.4681342055, 61906.46813420553 166906.4681342055, 61906.46813420553 165669.5318657945, 60669.53186579447 165669.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B088_S11_5.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B088_S11_5.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B088_S11_5.jpeg
C13_B088_S11_6,C13_B088_S11.tif,"POLYGON ((61469.53186579447 164069.5318657945, 61469.53186579447 165306.4681342055, 62706.46813420553 165306.4681342055, 62706.46813420553 164069.5318657945, 61469.53186579447 164069.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B088_S11_6.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B088_S11_6.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B088_S11_6.jpeg
C13_B088_S11_7,C13_B088_S11.tif,"POLYGON ((62917.53186579447 162749.5318657945, 62917.53186579447 163986.4681342055, 64154.46813420553 163986.4681342055, 64154.46813420553 162749.5318657945, 62917.53186579447 162749.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B088_S11_7.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B088_S11_7.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B088_S11_7.jpeg
C13_B088_S11_8,C13_B088_S11.tif,"POLYGON ((64517.53186579447 161605.5318657945, 64517.53186579447 162842.4681342055, 65754.46813420553 162842.4681342055, 65754.46813420553 161605.5318657945, 64517.53186579447 161605.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B088_S11_8.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B088_S11_8.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B088_S11_8.jpeg
C13_B087_S11_0,C13_B087_S11.tif,"POLYGON ((70369.53186579447 128205.5318657945, 70369.53186579447 129442.4681342055, 71606.46813420553 129442.4681342055, 71606.46813420553 128205.5318657945, 70369.53186579447 128205.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B087_S11_0.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B087_S11_0.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B087_S11_0.jpeg
C13_B087_S11_1,C13_B087_S11.tif,"POLYGON ((66401.53186579447 126885.5318657945, 66401.53186579447 128122.4681342055, 67638.46813420553 128122.4681342055, 67638.46813420553 126885.5318657945, 66401.53186579447 126885.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B087_S11_1.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B087_S11_1.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B087_S11_1.jpeg
C13_B087_S11_2,C13_B087_S11.tif,"POLYGON ((59897.53186579447 145637.5318657945, 59897.53186579447 146874.4681342055, 61134.46813420553 146874.4681342055, 61134.46813420553 145637.5318657945, 59897.53186579447 145637.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B087_S11_2.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B087_S11_2.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B087_S11_2.jpeg
C13_B087_S11_3,C13_B087_S11.tif,"POLYGON ((61857.53186579447 144173.5318657945, 61857.53186579447 145410.4681342055, 63094.46813420553 145410.4681342055, 63094.46813420553 144173.5318657945, 61857.53186579447 144173.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B087_S11_3.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B087_S11_3.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B087_S11_3.jpeg
C13_B087_S11_4,C13_B087_S11.tif,"POLYGON ((71113.53186579447 144149.5318657945, 71113.53186579447 145386.4681342055, 72350.46813420553 145386.4681342055, 72350.46813420553 144149.5318657945, 71113.53186579447 144149.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B087_S11_4.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B087_S11_4.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B087_S11_4.jpeg
C13_B087_S11_5,C13_B087_S11.tif,"POLYGON ((68929.53186579447 144293.5318657945, 68929.53186579447 145530.4681342055, 70166.46813420553 145530.4681342055, 70166.46813420553 144293.5318657945, 68929.53186579447 144293.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B087_S11_5.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B087_S11_5.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B087_S11_5.jpeg
C13_B087_S11_6,C13_B087_S11.tif,"POLYGON ((67137.53186579447 145029.5318657945, 67137.53186579447 146266.4681342055, 68374.46813420553 146266.4681342055, 68374.46813420553 145029.5318657945, 67137.53186579447 145029.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B087_S11_6.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B087_S11_6.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B087_S11_6.jpeg
C13_B087_S11_7,C13_B087_S11.tif,"POLYGON ((66017.53186579447 146285.5318657945, 66017.53186579447 147522.4681342055, 67254.46813420553 147522.4681342055, 67254.46813420553 146285.5318657945, 66017.53186579447 146285.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B087_S11_7.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B087_S11_7.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B087_S11_7.jpeg
C13_B075_S11_0,C13_B075_S11.tif,"POLYGON ((59949.53186579447 151993.5318657945, 59949.53186579447 153230.4681342055, 61186.46813420553 153230.4681342055, 61186.46813420553 151993.5318657945, 59949.53186579447 151993.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B075_S11_0.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B075_S11_0.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B075_S11_0.jpeg
C13_B075_S11_1,C13_B075_S11.tif,"POLYGON ((58505.53186579447 151101.5318657945, 58505.53186579447 152338.4681342055, 59742.46813420553 152338.4681342055, 59742.46813420553 151101.5318657945, 58505.53186579447 151101.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B075_S11_1.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B075_S11_1.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B075_S11_1.jpeg
C13_B075_S11_2,C13_B075_S11.tif,"POLYGON ((56933.53186579447 151393.5318657945, 56933.53186579447 152630.4681342055, 58170.46813420553 152630.4681342055, 58170.46813420553 151393.5318657945, 56933.53186579447 151393.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B075_S11_2.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B075_S11_2.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B075_S11_2.jpeg
C13_B075_S11_3,C13_B075_S11.tif,"POLYGON ((56533.53186579447 152937.5318657945, 56533.53186579447 154174.4681342055, 57770.46813420553 154174.4681342055, 57770.46813420553 152937.5318657945, 56533.53186579447 152937.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B075_S11_3.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B075_S11_3.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B075_S11_3.jpeg
C13_B075_S11_4,C13_B075_S11.tif,"POLYGON ((57185.53186579447 154257.5318657945, 57185.53186579447 155494.4681342055, 58422.46813420553 155494.4681342055, 58422.46813420553 154257.5318657945, 57185.53186579447 154257.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B075_S11_4.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B075_S11_4.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B075_S11_4.jpeg
C13_B075_S11_5,C13_B075_S11.tif,"POLYGON ((58433.53186579447 155341.5318657945, 58433.53186579447 156578.4681342055, 59670.46813420553 156578.4681342055, 59670.46813420553 155341.5318657945, 58433.53186579447 155341.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B075_S11_5.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B075_S11_5.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B075_S11_5.jpeg
C13_B072_S11_1,C13_B072_S11.tif,"POLYGON ((30809.53186579447 230093.5318657945, 30809.53186579447 231330.4681342055, 32046.46813420553 231330.4681342055, 32046.46813420553 230093.5318657945, 30809.53186579447 230093.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B072_S11_1.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B072_S11_1.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B072_S11_1.jpeg
C13_B072_S11_2,C13_B072_S11.tif,"POLYGON ((31585.53186579447 228381.5318657945, 31585.53186579447 229618.4681342055, 32822.46813420553 229618.4681342055, 32822.46813420553 228381.5318657945, 31585.53186579447 228381.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B072_S11_2.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B072_S11_2.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B072_S11_2.jpeg
C13_B072_S11_3,C13_B072_S11.tif,"POLYGON ((34081.53186579447 227557.5318657945, 34081.53186579447 228794.4681342055, 35318.46813420553 228794.4681342055, 35318.46813420553 227557.5318657945, 34081.53186579447 227557.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B072_S11_3.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B072_S11_3.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B072_S11_3.jpeg
C13_B072_S11_4,C13_B072_S11.tif,"POLYGON ((64457.53186579447 168261.5318657945, 64457.53186579447 169498.4681342055, 65694.46813420553 169498.4681342055, 65694.46813420553 168261.5318657945, 64457.53186579447 168261.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B072_S11_4.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B072_S11_4.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B072_S11_4.jpeg
C13_B072_S11_5,C13_B072_S11.tif,"POLYGON ((62849.53186579447 169509.5318657945, 62849.53186579447 170746.4681342055, 64086.46813420553 170746.4681342055, 64086.46813420553 169509.5318657945, 62849.53186579447 169509.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B072_S11_5.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B072_S11_5.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B072_S11_5.jpeg
C13_B072_S11_6,C13_B072_S11.tif,"POLYGON ((62049.53186579447 170973.5318657945, 62049.53186579447 172210.4681342055, 63286.46813420553 172210.4681342055, 63286.46813420553 170973.5318657945, 62049.53186579447 170973.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B072_S11_6.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B072_S11_6.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B072_S11_6.jpeg
C13_B072_S11_7,C13_B072_S11.tif,"POLYGON ((61697.53186579447 172429.5318657945, 61697.53186579447 173666.4681342055, 62934.46813420553 173666.4681342055, 62934.46813420553 172429.5318657945, 61697.53186579447 172429.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C13_B072_S11_7.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C13_B072_S11_7.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C13_B072_S11_7.jpeg
C04_B038_S04_0,C04_B038_S04.tif,"POLYGON ((22729.13001647484 62785.13001647484, 22729.13001647484 64142.86998352516, 24086.86998352516 64142.86998352516, 24086.86998352516 62785.13001647484, 22729.13001647484 62785.13001647484))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C04_B038_S04_0.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C04_B038_S04_0.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C04_B038_S04_0.jpeg
C04_B038_S04_1,C04_B038_S04.tif,"POLYGON ((23681.13001647484 57369.13001647484, 23681.13001647484 58726.86998352516, 25038.86998352516 58726.86998352516, 25038.86998352516 57369.13001647484, 23681.13001647484 57369.13001647484))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C04_B038_S04_1.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C04_B038_S04_1.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C04_B038_S04_1.jpeg
C04_B038_S04_2,C04_B038_S04.tif,"POLYGON ((21201.13001647484 59017.13001647484, 21201.13001647484 60374.86998352516, 22558.86998352516 60374.86998352516, 22558.86998352516 59017.13001647484, 21201.13001647484 59017.13001647484))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C04_B038_S04_2.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C04_B038_S04_2.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C04_B038_S04_2.jpeg
C04_B038_S04_3,C04_B038_S04.tif,"POLYGON ((19121.13001647484 60201.13001647484, 19121.13001647484 61558.86998352516, 20478.86998352516 61558.86998352516, 20478.86998352516 60201.13001647484, 19121.13001647484 60201.13001647484))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C04_B038_S04_3.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C04_B038_S04_3.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C04_B038_S04_3.jpeg
C04_B038_S04_4,C04_B038_S04.tif,"POLYGON ((15569.13001647484 61881.13001647484, 15569.13001647484 63238.86998352516, 16926.86998352516 63238.86998352516, 16926.86998352516 61881.13001647484, 15569.13001647484 61881.13001647484))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C04_B038_S04_4.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C04_B038_S04_4.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C04_B038_S04_4.jpeg
C04_B038_S04_5,C04_B038_S04.tif,"POLYGON ((13201.13001647484 62265.13001647484, 13201.13001647484 63622.86998352516, 14558.86998352516 63622.86998352516, 14558.86998352516 62265.13001647484, 13201.13001647484 62265.13001647484))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C04_B038_S04_5.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C04_B038_S04_5.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C04_B038_S04_5.jpeg
C01_B043_S01_0,C01_B043_S01.tif,"POLYGON ((80243.2999934035 81065.2999934035, 80243.2999934035 82390.7000065965, 81568.7000065965 82390.7000065965, 81568.7000065965 81065.2999934035, 80243.2999934035 81065.2999934035))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B043_S01_0.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B043_S01_0.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B043_S01_0.jpeg
C01_B043_S01_1,C01_B043_S01.tif,"POLYGON ((84045.2999934035 84465.2999934035, 84045.2999934035 85790.7000065965, 85370.7000065965 85790.7000065965, 85370.7000065965 84465.2999934035, 84045.2999934035 84465.2999934035))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B043_S01_1.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B043_S01_1.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B043_S01_1.jpeg
C01_B043_S01_2,C01_B043_S01.tif,"POLYGON ((96165.2999934035 75945.2999934035, 96165.2999934035 77270.7000065965, 97490.7000065965 77270.7000065965, 97490.7000065965 75945.2999934035, 96165.2999934035 75945.2999934035))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B043_S01_2.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B043_S01_2.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B043_S01_2.jpeg
C01_B043_S01_3,C01_B043_S01.tif,"POLYGON ((96209.2999934035 78805.2999934035, 96209.2999934035 80130.7000065965, 97534.7000065965 80130.7000065965, 97534.7000065965 78805.2999934035, 96209.2999934035 78805.2999934035))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B043_S01_3.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B043_S01_3.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B043_S01_3.jpeg
C01_B043_S01_4,C01_B043_S01.tif,"POLYGON ((91213.2999934035 80297.2999934035, 91213.2999934035 81622.7000065965, 92538.7000065965 81622.7000065965, 92538.7000065965 80297.2999934035, 91213.2999934035 80297.2999934035))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B043_S01_4.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B043_S01_4.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B043_S01_4.jpeg
C01_B043_S01_5,C01_B043_S01.tif,"POLYGON ((90217.2999934035 81773.2999934035, 90217.2999934035 83098.7000065965, 91542.7000065965 83098.7000065965, 91542.7000065965 81773.2999934035, 90217.2999934035 81773.2999934035))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B043_S01_5.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B043_S01_5.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B043_S01_5.jpeg
C01_B043_S01_6,C01_B043_S01.tif,"POLYGON ((88005.2999934035 82165.2999934035, 88005.2999934035 83490.7000065965, 89330.7000065965 83490.7000065965, 89330.7000065965 82165.2999934035, 88005.2999934035 82165.2999934035))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B043_S01_6.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B043_S01_6.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B043_S01_6.jpeg
C01_B043_S01_7,C01_B043_S01.tif,"POLYGON ((86017.2999934035 83105.2999934035, 86017.2999934035 84430.7000065965, 87342.7000065965 84430.7000065965, 87342.7000065965 83105.2999934035, 86017.2999934035 83105.2999934035))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B043_S01_7.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B043_S01_7.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B043_S01_7.jpeg
C01_B043_S01_8,C01_B043_S01.tif,"POLYGON ((83137.2999934035 79753.2999934035, 83137.2999934035 81078.7000065965, 84462.7000065965 81078.7000065965, 84462.7000065965 79753.2999934035, 83137.2999934035 79753.2999934035))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B043_S01_8.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B043_S01_8.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B043_S01_8.jpeg
C01_B029_S01_0,C01_B029_S01.tif,"POLYGON ((34873.2999934035 56817.2999934035, 34873.2999934035 58142.7000065965, 36198.7000065965 58142.7000065965, 36198.7000065965 56817.2999934035, 34873.2999934035 56817.2999934035))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B029_S01_0.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B029_S01_0.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B029_S01_0.jpeg
C01_B029_S01_1,C01_B029_S01.tif,"POLYGON ((34857.2999934035 65561.2999934035, 34857.2999934035 66886.7000065965, 36182.7000065965 66886.7000065965, 36182.7000065965 65561.2999934035, 34857.2999934035 65561.2999934035))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B029_S01_1.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B029_S01_1.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B029_S01_1.jpeg
C01_B029_S01_2,C01_B029_S01.tif,"POLYGON ((35753.2999934035 63209.2999934035, 35753.2999934035 64534.7000065965, 37078.7000065965 64534.7000065965, 37078.7000065965 63209.2999934035, 35753.2999934035 63209.2999934035))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B029_S01_2.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B029_S01_2.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B029_S01_2.jpeg
C01_B029_S01_3,C01_B029_S01.tif,"POLYGON ((37329.2999934035 61593.2999934035, 37329.2999934035 62918.7000065965, 38654.7000065965 62918.7000065965, 38654.7000065965 61593.2999934035, 37329.2999934035 61593.2999934035))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B029_S01_3.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B029_S01_3.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B029_S01_3.jpeg
C01_B029_S01_4,C01_B029_S01.tif,"POLYGON ((38505.2999934035 59033.2999934035, 38505.2999934035 60358.7000065965, 39830.7000065965 60358.7000065965, 39830.7000065965 59033.2999934035, 38505.2999934035 59033.2999934035))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B029_S01_4.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B029_S01_4.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B029_S01_4.jpeg
C01_B029_S01_5,C01_B029_S01.tif,"POLYGON ((36577.2999934035 56553.2999934035, 36577.2999934035 57878.7000065965, 37902.7000065965 57878.7000065965, 37902.7000065965 56553.2999934035, 36577.2999934035 56553.2999934035))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B029_S01_5.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B029_S01_5.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B029_S01_5.jpeg
C01_B029_S01_6,C01_B029_S01.tif,"POLYGON ((33145.2999934035 57009.2999934035, 33145.2999934035 58334.7000065965, 34470.7000065965 58334.7000065965, 34470.7000065965 57009.2999934035, 33145.2999934035 57009.2999934035))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B029_S01_6.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B029_S01_6.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B029_S01_6.jpeg
C01_B029_S01_7,C01_B029_S01.tif,"POLYGON ((30145.2999934035 58393.2999934035, 30145.2999934035 59718.7000065965, 31470.7000065965 59718.7000065965, 31470.7000065965 58393.2999934035, 30145.2999934035 58393.2999934035))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B029_S01_7.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B029_S01_7.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B029_S01_7.jpeg
C01_B029_S01_8,C01_B029_S01.tif,"POLYGON ((28345.2999934035 60961.2999934035, 28345.2999934035 62286.7000065965, 29670.7000065965 62286.7000065965, 29670.7000065965 60961.2999934035, 28345.2999934035 60961.2999934035))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B029_S01_8.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B029_S01_8.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B029_S01_8.jpeg
C01_B044_S01_1,C01_B044_S01.tif,"POLYGON ((120353.9419875704 52450.61093138267, 120353.9419875704 53776.01094457566, 121679.3420007634 53776.01094457566, 121679.3420007634 52450.61093138267, 120353.9419875704 52450.61093138267))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B044_S01_1.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B044_S01_1.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B044_S01_1.jpeg
C01_B044_S01_2,C01_B044_S01.tif,"POLYGON ((123217.0907049509 51534.50429194705, 123217.0907049509 52859.90430514004, 124542.4907181439 52859.90430514004, 124542.4907181439 51534.50429194705, 123217.0907049509 51534.50429194705))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B044_S01_2.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B044_S01_2.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B044_S01_2.jpeg
C01_B044_S01_3,C01_B044_S01.tif,"POLYGON ((128823.2691472412 46385.11101471467, 128823.2691472412 47710.51102790766, 130148.6691604341 47710.51102790766, 130148.6691604341 46385.11101471467, 128823.2691472412 46385.11101471467))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B044_S01_3.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B044_S01_3.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B044_S01_3.jpeg
C01_B044_S01_4,C01_B044_S01.tif,"POLYGON ((120724.3325624432 44970.70510471354, 120724.3325624432 46296.10511790653, 122049.7325756362 46296.10511790653, 122049.7325756362 44970.70510471354, 120724.3325624432 44970.70510471354))",1,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B044_S01_4.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B044_S01_4.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B044_S01_4.jpeg
C01_B044_S01_5,C01_B044_S01.tif,"POLYGON ((117304.6770737043 47302.14193926431, 117304.6770737043 48627.5419524573, 118630.0770868972 48627.5419524573, 118630.0770868972 47302.14193926431, 117304.6770737043 47302.14193926431))",1,s3://drivendata-competition-sfp-public/train/annotated_regions/C01_B044_S01_5.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C01_B044_S01_5.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C01_B044_S01_5.jpeg
